source_pdf,page_number,county,table_type,row_index,n,town,date_org,date_appr,n_new,rmk
District-Consolidation-Data_100-116.pdf,26,Chenango,central_rural_schools,1,"C.R.S. 1,2,4,5,6,7,10,15,16",Oxford 3d,Laid out 16 July 1929 Meeting held 30 July 1929 Designating dist. 8 Aug 1929,1-984320-cust 4-130065-1929 5-48821-cust 7-556352-12 10-76767-cust 16-146615-cust 16-28050-cust 16-29787-cust 11-33550-cust,12,"Oxford, Preston, McDonough+Smithville"
District-Consolidation-Data_100-116.pdf,26,Chenango,central_rural_schools,2,"1,6,7",Preston,,,,
District-Consolidation-Data_100-116.pdf,26,Chenango,central_rural_schools,3,2,Smithville 5th,,,1,Guilford
District-Consolidation-Data_100-116.pdf,26,Chenango,central_rural_schools,4,,"Part of 18 Guilford + 1 Guilford, Chenango Co.",11 January 1930,See papers for errors & allowances,12,Guilford
District-Consolidation-Data_100-116.pdf,26,Chenango,central_rural_schools,5,,12,,,13,Bainbridge
District-Consolidation-Data_100-116.pdf,26,Chenango,central_rural_schools,6,,13,,,10,Guilford
District-Consolidation-Data_100-116.pdf,26,Chenango,central_rural_schools,7,,10 Bainbridge,,,,
District-Consolidation-Data_100-116.pdf,26,Chenango,central_rural_schools,8,,"17 Guilford+Unadilla, Chen+Otsego Co.",,,17,Guilford
District-Consolidation-Data_100-116.pdf,26,Chenango,central_rural_schools,9,C.R.S. 18,Guilford+Norwich,Laid out 31 Dec 1929 Meeting held 22 Jan 1930 Desig. of dist. 17 Feb 1930,,8,"Guilford, Norwich+Oxford"
District-Consolidation-Data_100-116.pdf,26,Chenango,central_rural_schools,10,14,Guilford+Oxford,,,,
District-Consolidation-Data_100-116.pdf,26,Chenango,central_rural_schools,11,"9,10,11,12,13",Guilford,,,,
District-Consolidation-Data_100-116.pdf,26,Chenango,central_rural_schools,12,"9,13",Oxford+Guilford,,,,
District-Consolidation-Data_100-116.pdf,26,Chenango,central_rural_schools,13,"1,4",Smithville 3d,25 Dec 1930,1930 to take effect 1 Aug 1930,1,Smithville
District-Consolidation-Data_100-116.pdf,26,Chenango,central_rural_schools,14,,"Part of 3 Smithville + 1 Smithville, 3d + 7 McDonough (now no.3)",12 July 1930,1930 to take effect 15 Dec 1930,1,Smithville
District-Consolidation-Data_100-116.pdf,26,Chenango,central_rural_schools,15,,,,,3,McDonough (now 3)
District-Consolidation-Data_100-116.pdf,26,Chenango,central_rural_schools,16,"6,7,8,10,11,14",Sherburne,C.R.S.,Assess papers in folder,,
District-Consolidation-Data_100-116.pdf,26,Chenango,central_rural_schools,17,"11,12,15",Sherburne+Columbus,,,,
District-Consolidation-Data_100-116.pdf,26,Chenango,central_rural_schools,18,9,No. Norwich+Sherburne,Laid out 3 July 1930,,,
District-Consolidation-Data_100-116.pdf,26,Chenango,central_rural_schools,19,1,Sherburne+No. Berlin,Meeting held 24 July 1930,,,
District-Consolidation-Data_100-116.pdf,26,Chenango,central_rural_schools,20,5,Sherburne+No. Berlin,,,,
District-Consolidation-Data_100-116.pdf,26,Chenango,central_rural_schools,21,"1,4",Sherburne+Hamilton,Desig. of dist. 26 July 1930,,,
