source_pdf,page_number,county,table_type,row_index,n,town,date_org,date_appr,n_new,rmk
District-Consolidation-Data_100-116.pdf,24,Chenango,town_school_units,1,1,Guilford,"U.F.S. 14 and 1,8,9,10,11,12,13,15,16 & 18",,,
District-Consolidation-Data_100-116.pdf,24,Chenango,town_school_units,2,2,Guilford,"U.F.S. 4 and 2,3,5,6,7 & 17",,,
District-Consolidation-Data_100-116.pdf,24,Chenango,town_school_units,3,1,New Berlin,"U.F.S. 2 and 1,3,9,10,11,12 & 15",,,
District-Consolidation-Data_100-116.pdf,24,Chenango,town_school_units,4,2,New Berlin,"U.F.S. 5 and 4,6,7,8,13 & 14",,,
