source_pdf,page_number,county,table_type,row_index,n,town,date_org,date_appr,n_new,rmk
District-Consolidation-Data_100-116.pdf,90,Madison,town_school_units,1,1,Brookfield,U.F.S. 12,"15,20,23,27 & 28",,
District-Consolidation-Data_100-116.pdf,90,Madison,town_school_units,2,2,"""",9,"2,3,16,17,18,19,21,22,24 & 26",,
District-Consolidation-Data_100-116.pdf,90,Madison,town_school_units,3,3,"""",5,"7,10,13,14,25 & 29",,
District-Consolidation-Data_100-116.pdf,90,Madison,town_school_units,4,1,Eaton,U.F.S. 2,"1,3,6,11,12 & 16",,
District-Consolidation-Data_100-116.pdf,90,Madison,town_school_units,5,2,"""",8,"4,5,7,9,10,14,15 & 17",,
