source_pdf,page_number,county,table_type,row_index,n,town,date_org,date_appr,n_new,rmk
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,1,CRS,,,,,
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,2,"2,3,8",Eaton,,,,
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,3,"4,6,14",Eaton & Nelson,,,,
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,4,"5,7,12",Eaton & Lebanon,,,,
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,5,11,Eaton & Lebanon,,,,
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,6,"2,5,6",Nelson,,,,
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,7,3,"Nelson, Eaton, Jenner & Smithfield",,,,
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,8,4,"Smithfield, Eaton & Stockbridge",,,,
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,9,,* consolidated (see over),,,,
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,10,21,Brookfield,15 July 1935 to take effect 15 Oct. 1935,,CRS,9 Brookfield
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,11,9,Brookfield,,,,
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,12,20,Pompey,19 Sept 1935,31 Dec. 1935,CRS,1 Cazenovia
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,13,1,Cazenovia,,,,
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,14,,Jenner,,,,
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,15,,Cazenovia,10 May 1937,14 Aug. 1937,CRS,1 Cazenovia
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,16,3,Feldman,,,,
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,17,1,Hamilton,5 May 1937,10 Aug 1937,CRS,1 Hamilton
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,18,2,Lebanon,,,,
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,19,2,Hamilton,13 May 1937,1 Aug 1937,CRS,2 Hamilton
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,20,3,Hamilton,,,,
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,21,2,Hamilton,28 Aug 1937,28 Nov. 1937,CRS,2 Hamilton
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,22,14,Brookfield,,,,
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,23,9,Brookfield,1 July 1937,1 Oct. 1937,CRS,9 Brookfield
District-Consolidation-Data_100-116.pdf,93,Madison,central_rural_schools,24,,Sherburne (2d change),,,,
