source_pdf,page_number,county,table_type,row_index,n,town,date_org,date_appr,n_new,rmk
District-Consolidation-Data_100-116.pdf,33,Clinton,unknown,1,1,Chazy,8 June 1938,8 Sept 1938,1,"Chazy, C.R.S. 1 Champlain"
District-Consolidation-Data_100-116.pdf,33,Clinton,unknown,2,,U.F.S. dist 1 Champlain,,,,
District-Consolidation-Data_100-116.pdf,33,Clinton,unknown,3,,"C.S. dists 2,3,4,6,7,8,9 Champlain",,,,
District-Consolidation-Data_100-116.pdf,33,Clinton,unknown,4,2,Saranac,13 June 1942,15 Sept 1942,1,"Saranac, C.R.S."
District-Consolidation-Data_100-116.pdf,33,Clinton,unknown,5,13,"Saranac, Chesterfield & Willsboro",,,,
District-Consolidation-Data_100-116.pdf,33,Clinton,unknown,6,,Queable,18 July 1942,20 Oct 1942,1,"Queable, C.R.S."
District-Consolidation-Data_100-116.pdf,33,Clinton,unknown,7,10,Beekmantown,30 March 1943,3 July 1943,1,Saranac
District-Consolidation-Data_100-116.pdf,33,Clinton,unknown,8,,Saranac,,,,
District-Consolidation-Data_100-116.pdf,33,Clinton,unknown,9,6,"Plattsburg, Saranac & Danville",30 March 1943,2 July 1943,,
District-Consolidation-Data_100-116.pdf,33,Clinton,unknown,10,,Saranac,,,,
District-Consolidation-Data_100-116.pdf,33,Clinton,unknown,11,8,Plattsburg,,3 July 1943,,
District-Consolidation-Data_100-116.pdf,33,Clinton,unknown,12,,Saranac,,,,
District-Consolidation-Data_100-116.pdf,33,Clinton,unknown,13,11,"Plattsburg, Saranac & Schuyler Falls",,1 July 1943,,
District-Consolidation-Data_100-116.pdf,33,Clinton,unknown,14,13,Plattsburg & Schuyler Falls,,2 July 1943,,
District-Consolidation-Data_100-116.pdf,33,Clinton,unknown,15,19,Saranac,,1 July 1943,,
District-Consolidation-Data_100-116.pdf,33,Clinton,unknown,16,7,Saranac,,1 July 1943,,
District-Consolidation-Data_100-116.pdf,33,Clinton,unknown,17,19,Saranac & Schuyler Falls,,1 July 1943,,
District-Consolidation-Data_100-116.pdf,33,Clinton,unknown,18,,Saranac,,,,
District-Consolidation-Data_100-116.pdf,33,Clinton,unknown,19,17,Saranac and Black Brook,,1 Sept 1944,1,"Saranac, C.R.S."
