source_pdf,page_number,county,table_type,row_index,n,town,date_org,date_appr,n_new,rmk
District-Consolidation-Data_100-116.pdf,45,Delaware,central_rural_schools,1,11,Franklin,"Effective October 15, 1945",,,CRS 16 Franklin
District-Consolidation-Data_100-116.pdf,45,Delaware,central_rural_schools,2,16,Franklin,"Effective October 31, 1945",,,CRS 1 Delhi
District-Consolidation-Data_100-116.pdf,45,Delaware,central_rural_schools,3,13,Wrentham,,,,
District-Consolidation-Data_100-116.pdf,45,Delaware,central_rural_schools,4,1,Delhi,,,,
District-Consolidation-Data_100-116.pdf,45,Delaware,central_rural_schools,5,,Walton,,"Laid out Apr 19, 1949",,CRS 1 Walton
District-Consolidation-Data_100-116.pdf,45,Delaware,central_rural_schools,6,,Walton,,"Meeting held May 24, 1949",,
District-Consolidation-Data_100-116.pdf,45,Delaware,central_rural_schools,7,,"2,3,4,5,6,7,8,9,10,11",,,,
District-Consolidation-Data_100-116.pdf,45,Delaware,central_rural_schools,8,,"12,13,14,15,17,18,19,20",,,,
District-Consolidation-Data_100-116.pdf,45,Delaware,central_rural_schools,9,,"1,5,10,13",,,,
District-Consolidation-Data_100-116.pdf,45,Delaware,central_rural_schools,10,,"7,9,10,14,21",,,,
District-Consolidation-Data_100-116.pdf,45,Delaware,central_rural_schools,11,,17,,,,
