source_pdf,page_number,county,table_type,row_index,n,town,date_org,date_appr,n_new,rmk
District-Consolidation-Data_100-116.pdf,15,Chautauqua,union_free_schools,1,3,Stockton,18 November 1876,,6,
District-Consolidation-Data_100-116.pdf,15,Chautauqua,union_free_schools,2,7,Stockton,2 July 1901,,7,
District-Consolidation-Data_100-116.pdf,15,Chautauqua,union_free_schools,3,1,Westfield,7 February 1868,,9,
District-Consolidation-Data_100-116.pdf,15,Chautauqua,union_free_schools,4,3,North Harmony,9 May 1919,,5,
District-Consolidation-Data_100-116.pdf,15,Chautauqua,union_free_schools,5,4,Ellery,13 May 1924,,3,
District-Consolidation-Data_100-116.pdf,15,Chautauqua,union_free_schools,6,2,Harmony (#16),5 October 1904,,,
