source_pdf,page_number,county,table_type,row_index,n,town,date_org,date_appr,n_new,rmk
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,1,"1,8,9+12",Afton,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,2,"2,10+11",Afton + Coventry,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,3,5,Afton + Bainbridge,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,4,6,Afton + Coleville (Broome Co.),,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,5,7,Afton + Sanford (Broome Co.),,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,6,"2,3",Coventry,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,7,10,"Coventry, Afton, Bainbridge",,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,8,6,"Coleville, Sanford (Broome Co.)",,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,9,14,Coleville + Afton,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,10,10,Sanford + Chauves (Broome Co.),,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,11,17,Sanford (Broome Co.) Afton,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,12,5,Columbus,31 Aug. 1933 to take effect,15 Dec. 1933,C.R.S. 1 Sherburne,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,13,1,Sherburne,31 Aug. 1933,15 Dec. 1933,C.R.S. 1 Sherburne,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,14,6,Columbus,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,15,1,Sherburne,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,16,,C.R.S.,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,17,2,New Berlin,,,"C.R.S. 1 New Berlin + Columbus, Chenango Co., Pittsfield, Otego Co., Madison Co.",
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,18,7,Columbus + New Berlin,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,19,"3,9,10+12",New Berlin,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,20,"3,8+9",Columbus,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,21,"1,3,6,7+8",Pittsfield,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,22,6,Edmeston,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,23,4+10,"New Berlin + Columbus, Chenango Co. + Pittsfield, Otego Co.",,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,24,1,"Edmeston, Otego Co. + Columbus, Chenango Co.",,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,25,2,Smyrna,2 June 1936 to take effect,1st Sept 1936,2 Smyrna,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,26,3,,,,C.R.S. 2 Guilford,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,27,16,Unadilla + Guilford (Otego Co.),26 June 1936 to take effect,1 October 1936,C.R.S. 2 Guilford,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,28,2,"Guilford, Ypsilanti, Butternut, Unadilla",,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,29,4,"Pittsfield, Otego Co.",1 March 1937 to take effect,30 June 1937,C.R.S. 1 New Berlin etc.,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,30,1,"New Berlin, Columbus, Chenango Co., Pittsfield, Edmeston, Otego Co., Brookfield, Madison Co.",,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,31,2,Oxford + Coventry,,,C.R.S. 1 Oxford etc.,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,32,1,"Oxford, Pierson, McDonough + Smithville",10 April 1937 to take effect,23 July 1937,"C.R.S. 1 Coleville, Broome Co.",
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,33,1,"Coleville, Broome Co.",,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,34,9,Coventry,26 March 1938 to take effect,1 July 1938,C.R.S. 1 Sherburne,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,35,1,Sherburne,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,36,8+14,Hamilton (Mad. Co.),27 April 1937,27 July 1937,C.R.S. 1 Bainbridge,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,37,5,Sanford (Broome Co.),27 April 1938,15 Aug. 1938,C.R.S. 1 Afton,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,38,1,Bainbridge,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,39,4,Coventry,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,40,1,Afton,13 Aug. 1938 to take effect,15 Nov. 1938,C.R.S. 1 Coleville,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,41,6,Coventry,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,42,1,Coleville (Broome),5 January 1939 to take effect,1 July 1939,C.R.S. 1 Cincinnati,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,43,1,German,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,44,1,Cincinnatus (Cortland),10 March 1939 to take effect,1 July 1939,C.R.S. 1 Cincinnatus,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,45,11+5,Smyrna,12 June 1939,15 Sept 1939,5 Smyrna,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,46,2,Smyrna,,,C.R.S. 1 Sherburne,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,47,1,Sherburne,5 Nov. 1940,10 Feb. 1941,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,48,,C.R.S. dist,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,49,,U.J.S. 4 Greene,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,50,,U.J.S. dist 15 Smithville + German,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,51,,"C.S. dists 5,6,7,8,9,10,15,18,19+23 Greene",,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,52,,"13,17+22 Greene + Smithville",,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,53,,14+24 Greene + Coventry,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,54,,16 Greene + Oxford,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,55,,"11 Greene, Triangle + Basher",,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,56,,2+3 Smithville,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,57,,4 Smithville + Greene,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,58,,5 Smithville + Willett,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,59,,6 Smithville + McDonough,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,60,,7 Coventry,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,61,,8 Coventry + Greene,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,62,,Laid out 11 April 1941,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,63,,Meeting held 5 May 1941,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,64,,Designation of dist 13 May 1941,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,65,8,Smyrna,14 May 1941 to take effect,15 Aug. 1941,C.R.S. 1 Otsego,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,66,1,Otsego,,,C.R.S. 1 Otsego,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,67,8,Plymouth,5 June 1941,6 Sept 1941,C.R.S. 1 Sherburne,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,68,1,Otsego,,,C.R.S. 1 Oxford,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,69,"4,5,6","10,12 and 14 Smyrna",15 May 1941,15 Aug. 1941,C.R.S. 1 Afton,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,70,1,Sherburne,27 May 1941,1 Sept 1941,C.R.S. 1 Oxford,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,71,1,McDonough + Pierson,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,72,1,Oxford,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,73,15,Afton,30 June 1941,29 Sept 1941,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,74,1,Afton,,,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,75,H,Oxford,28 May 1942,1 Sept 1942,,
District-Consolidation-Data_100-116.pdf,27,Chenango,central_rural_schools,76,1,Oxford,,,,
