source_pdf,page_number,county,table_type,row_index,n,town,date_org,date_appr,n_new,rmk
District-Consolidation-Data_100-116.pdf,50,Erie,union_free_schools,1,8,Hamburg,12 March 1903,,5,
District-Consolidation-Data_100-116.pdf,50,Erie,union_free_schools,2,3,Newstead,18 December 1883,,5,
District-Consolidation-Data_100-116.pdf,50,Erie,union_free_schools,3,3,West Seneca,24 September 1912,23 September 1913,7,
District-Consolidation-Data_100-116.pdf,50,Erie,union_free_schools,4,13,Hamburg,27 August 1920,,5,
District-Consolidation-Data_100-116.pdf,50,Erie,union_free_schools,5,3,Collins,1 August 1923,,5,
District-Consolidation-Data_100-116.pdf,50,Erie,union_free_schools,6,1,Evans,12 July 1923,,5,
District-Consolidation-Data_100-116.pdf,50,Erie,union_free_schools,7,1,West Seneca,25 March 1925,,7,
District-Consolidation-Data_100-116.pdf,50,Erie,union_free_schools,8,2,Hamburg,14 Nov. 1897,,5,
District-Consolidation-Data_100-116.pdf,50,Erie,union_free_schools,9,11,Cheektowaga,31 May 1932,,,
District-Consolidation-Data_100-116.pdf,50,Erie,union_free_schools,10,6,Evans,see paper in folder,,,
District-Consolidation-Data_100-116.pdf,50,Erie,union_free_schools,11,3,Evans & Eden,24 May 1937,9 July 1937,,
District-Consolidation-Data_100-116.pdf,50,Erie,union_free_schools,12,10,Cheektowaga,30 Aug 1940,24 October 1940,,
District-Consolidation-Data_100-116.pdf,50,Erie,union_free_schools,13,2,Clarence & Amherst,19 June 1942,18 September 1942,5,
District-Consolidation-Data_100-116.pdf,50,Erie,union_free_schools,14,4,Chautauqua,28 November 1945,11 January 1946,,
District-Consolidation-Data_100-116.pdf,50,Erie,union_free_schools,15,5,West Seneca,29 November 1945,29 November 1945,5,
District-Consolidation-Data_100-116.pdf,50,Erie,union_free_schools,16,2,Cheektowaga,29 March 1949,25 April 1949,5,
