source_pdf,page_number,county,table_type,row_index,n,town,date_org,date_appr,n_new,rmk
District-Consolidation-Data_100-116.pdf,42,Delaware,consolidated_districts,1,13+15,Harpersfield,23 May 1914,13-11400 Cont- 15-11600 1K,15 Harpersfield,
District-Consolidation-Data_100-116.pdf,42,Delaware,consolidated_districts,2,2,Kortright,,"2-12,600 1K",3 Harpersfield,
District-Consolidation-Data_100-116.pdf,42,Delaware,consolidated_districts,3,3,Harpersfield,31 August 1914,"3-40,735 1K",1 Kortright,
District-Consolidation-Data_100-116.pdf,42,Delaware,consolidated_districts,4,1+17,Kortright,,"1-80,339 2K 17-27,565 1K",1 Tompkins,
District-Consolidation-Data_100-116.pdf,42,Delaware,consolidated_districts,5,1+2,Tompkins,11 June 1913,"1-59,525 2K 2-26,935 1K",4 Tompkins,
District-Consolidation-Data_100-116.pdf,42,Delaware,consolidated_districts,6,4+23,Tompkins,1 September 1914,"4-25,025 1K 23-14,075 Cont-",15 Middletown,
District-Consolidation-Data_100-116.pdf,42,Delaware,consolidated_districts,7,8,Andes,,"8-10,741 Cont-",3 Davenport,
District-Consolidation-Data_100-116.pdf,42,Delaware,consolidated_districts,8,15,Middletown,29 September 1914,"15-20,029m 1K",2 Masonville,
District-Consolidation-Data_100-116.pdf,42,Delaware,consolidated_districts,9,3+14,Davenport,4 September 1915,"3-76,662 1K 14-22,516 1K",1 Kortright,
District-Consolidation-Data_100-116.pdf,42,Delaware,consolidated_districts,10,2+10,Masonville,19 October 1915,"2-13,845 1K 10-7200 Cont-",1 Harpersfield,
District-Consolidation-Data_100-116.pdf,42,Delaware,consolidated_districts,11,8+9,Stamford,12 May 1917,,5 Walton,
District-Consolidation-Data_100-116.pdf,42,Delaware,consolidated_districts,12,,,,,2 Hamden,
District-Consolidation-Data_100-116.pdf,42,Delaware,consolidated_districts,13,1+16,Harpersfield,15 September 1916,"1-24,175 1K 16-7350 (1,2) 16-17",25 Middletown,
District-Consolidation-Data_100-116.pdf,42,Delaware,consolidated_districts,14,5+23,Walton,4 January 1919,"5-54,258 1K 23-91,688 Cont- 2-121,905 2K 10-48,989 1K",12 Deposit,
District-Consolidation-Data_100-116.pdf,42,Delaware,consolidated_districts,15,2+10,Hamden,30 December 1918,"6-16,195 1K 23-10,282 1K 25-15,131 1K",6 Masonville,
District-Consolidation-Data_100-116.pdf,42,Delaware,consolidated_districts,16,"6,23+25",Middletown,1 August 1919,"Appealed 12M-6602 1K 12D-22,319 1K",9 Masonville,
District-Consolidation-Data_100-116.pdf,42,Delaware,consolidated_districts,17,12,Masonville,10 May 1920,Appeal dismissed 29 Ag.1920,2 Sidney,
