source_pdf,page_number,county,table_type,row_index,n,town,date_org,date_appr,n_new,rmk
District-Consolidation-Data_100-116.pdf,60,Franklin,consolidated_districts,1,10,Bangor,12 January 1914,"10 B - 14,471 1K",10 Fort Covington,
District-Consolidation-Data_100-116.pdf,60,Franklin,consolidated_districts,2,10,Fort Covington,12 January 1914,"10 F - 15,525 1K",10 Fort Covington,
District-Consolidation-Data_100-116.pdf,60,Franklin,consolidated_districts,3,4+7,Brandon,1 February 1915,"4- 22,600 1K",4 Brandon,
District-Consolidation-Data_100-116.pdf,60,Franklin,consolidated_districts,4,7+13,Franklin,25 August 1919,"7- 7,545 (2,1K)",7 Franklin,
District-Consolidation-Data_100-116.pdf,60,Franklin,consolidated_districts,5,,,,"7- 8,860 1K",,
District-Consolidation-Data_100-116.pdf,60,Franklin,consolidated_districts,6,,,,"13- 10,380 1K",,
District-Consolidation-Data_100-116.pdf,60,Franklin,consolidated_districts,7,5+6,Fort Covington,23 June 1922,"24 Mr. 1935,250 1K",6 Fort Covington,
District-Consolidation-Data_100-116.pdf,60,Franklin,consolidated_districts,8,1+2,Fort Covington,2 June 1922,"6- 17,300 1K",1 Fort Covington,
District-Consolidation-Data_100-116.pdf,60,Franklin,consolidated_districts,9,5+6,Bangor,22 June 1922,"1- 329,400 Acad, 21-22",5 Bangor,
District-Consolidation-Data_100-116.pdf,60,Franklin,consolidated_districts,10,,Part of 1 Constable and 1 Constable,2 June 1922,"2- 16,600 1K",,
District-Consolidation-Data_100-116.pdf,60,Franklin,consolidated_districts,11,,,,"5- 53,131 1K",,
District-Consolidation-Data_100-116.pdf,60,Franklin,consolidated_districts,12,,,,"6- 24,423 1K",,
District-Consolidation-Data_100-116.pdf,60,Franklin,consolidated_districts,13,,,,"Pair-6 1- 86,77 v. Gaha 20870",1 Constable 372.25,
District-Consolidation-Data_100-116.pdf,60,Franklin,consolidated_districts,14,,,,"5- 113,23 v. "" 26440",5 Constable 472.25,
