source_pdf,page_number,county,table_type,row_index,n,town,date_org,date_appr,n_new,rmk
District-Consolidation-Data_100-116.pdf,105,Niagara,union_free_schools,1,1,Lewiston,21 February 1898,,3,
District-Consolidation-Data_100-116.pdf,105,Niagara,union_free_schools,2,12,New fane,22 August 1918,,3,
District-Consolidation-Data_100-116.pdf,105,Niagara,union_free_schools,3,18,Royalton,1 March 1917,,5,
District-Consolidation-Data_100-116.pdf,105,Niagara,union_free_schools,4,4,Niagara,14 August 1925,,5,
District-Consolidation-Data_100-116.pdf,105,Niagara,union_free_schools,5,6,Yorke,16 August 1947,,6,
