source_pdf,page_number,county,table_type,row_index,n,town,date_org,date_appr,n_new,rmk
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,1,"3,4,4,8,3","Byron, Stafford, Byron","9 October 1916, 9 October 1916","3- 762,340 Acad, 4- 101,000 Cont, 3- See above, 8- 166,254 Cont, 2- 252,845 Cont, 7- 771,522 Acad","15-16, 22-23",3 Byron
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,2,"2,4,7",Bergen,15 June 1923,,,7 Bergen
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,3,c.r.s.,Pavilion & Cornington,,,,c.r.s.
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,4,"1,5,6,7,10,11","Pavilion, Bethany, Pavilion, Middlebury, Bethany & Pavilion, Cornington, Wyoming Co., Cornington & Pavilion, Cornington & York, York (Fair Co.) & Pavilion, Middlebury & Cornington","Laid out 14 Oct. 1935, Meeting held 28 Oct. 1935, Designation of dist. 6 Nov. 1935",,,"1 Pavilion, Bethany, Cornington, Middlebury & York, Livingston Co."
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,5,c.r.s.,Alexander,,,,c.r.s.
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,6,"2,3,4,6,10","Alexander, Alexander & Batavia, Alexander & Bethany, Alexander & Darien, Genesee Co. & Attica, & Bennington, Wyoming Co.","Laid out 25 May 1937, Meeting held 11 June 1937, Designation of dist. 26 June 1937",,,"2 Alexander, Batavia, Bethany & Darien, Genesee Co. & Attica, Bennington, Middlebury, Wyoming Co."
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,7,"6,7,11",Bethany,,,,
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,8,4,"Bethany, Genesee Co. & Middlebury, Wyoming Co.",,,,
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,9,"11,12,15",Darien,,,,
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,10,3,"Darien, Genesee Co. & Bennington, Wyoming Co.",,,,
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,11,14,Darien & Alexander,,,,
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,12,c.r.s.,Elba,"Laid out 25 May 1937, Meeting held 9 June 1937, Designation of dist. 29 June 1937",,,c.r.s.
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,13,"1,3,4,7,8,9,10","Elba, Elba & Byron, Elba, Batavia & Stafford, Batavia & Elba, Oakfield & Elba",,,,"1 Elba, Byron, Stafford, Batavia & Oakfield"
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,14,c.r.s.,Pembroke & Darien,,,,c.r.s.
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,15,7,Pembroke & Darien,,,,
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,16,9,Batavia & Pembroke,,,,
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,17,"2,3,4,5,6,8,9,10,11",Pembroke,"Laid out 23 Aug. 1938, Meeting held 7 Sept. 1938, Designation of dist. 8 Sept. 1938",,,"2 Pembroke, Darien, Batavia & Alexander, Genesee Co."
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,18,"6,11",Batavia,,,,
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,19,"6,10,11",Darien,,,,
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,20,5,Darien & Pembroke,,,,
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,21,9,"Darien, Alexander, Batavia & Pembroke",,,,
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,22,c.r.s.,Oakfield,"Laid out May 25, 1949, Meeting held June 23, 1949",,,c.r.s.
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,23,"4,5,6,7,8,9,10,11,12,13","Oakfield, Oakfield, Oakfield, Batavia",,,,1 Oakfield
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,24,c.r.s.,Le Roy (Hillside),"Laid out May 25, 1949, Meeting held June 16, 1949",,,c.r.s.
District-Consolidation-Data_100-116.pdf,64,Genesee,consolidated_districts,25,"7,8,9,10,11,12,13","Le Roy (Hillside), Le Roy",,,,1 Le Roy (Hillside)
