source_pdf,page_number,county,table_type,row_index,n,town,date_org,date_appr,n_new,rmk
District-Consolidation-Data_100-116.pdf,95,Monroe,union_free_schools,1,6,Pittsford,16 April 1890,,7,
District-Consolidation-Data_100-116.pdf,95,Monroe,union_free_schools,2,1,Greece,9 July 1915,,5,
District-Consolidation-Data_100-116.pdf,95,Monroe,union_free_schools,3,10,Rush,10 June 1919,,5,
District-Consolidation-Data_100-116.pdf,95,Monroe,union_free_schools,4,9,Sweden,13 July 1926,,3,
District-Consolidation-Data_100-116.pdf,95,Monroe,union_free_schools,5,1,Brighton,31 August 1928,,5,
District-Consolidation-Data_100-116.pdf,95,Monroe,union_free_schools,6,1,Irondequoit,6 May 1930,,3,
District-Consolidation-Data_100-116.pdf,95,Monroe,union_free_schools,7,7,Gates,13 May 1931,,3,
District-Consolidation-Data_100-116.pdf,95,Monroe,union_free_schools,8,8,Wheatland,1 Jan 1912,,1,
District-Consolidation-Data_100-116.pdf,95,Monroe,union_free_schools,9,1,Gates,18 March 1946,,4,
District-Consolidation-Data_100-116.pdf,95,Monroe,union_free_schools,10,4,Irondequoit,25 June 1946,,4,
District-Consolidation-Data_100-116.pdf,95,Monroe,union_free_schools,11,4,Gates,17 April 1947,,4,
District-Consolidation-Data_100-116.pdf,95,Monroe,union_free_schools,12,7,Brighton,6 June 1947,,7,
