source_pdf,page_number,county,table_type,row_index,n,town,date_org,date_appr,n_new,rmk
District-Consolidation-Data_100-116.pdf,76,Jefferson,union_free_schools,1,13,Adams,21 June 1899,,9,
District-Consolidation-Data_100-116.pdf,76,Jefferson,union_free_schools,2,7,Brownville,9 March 1896,,9,No detailed account of meeting received
District-Consolidation-Data_100-116.pdf,76,Jefferson,union_free_schools,3,18,Ellisburg,11 May 1906,,5,
District-Consolidation-Data_100-116.pdf,76,Jefferson,union_free_schools,4,7,Rutland,16 April 1919,,3,
District-Consolidation-Data_100-116.pdf,76,Jefferson,union_free_schools,5,4,Wilna & Diana,6 January 1921,,7,
