source_pdf,page_number,county,table_type,row_index,n,town,date_org,date_appr,n_new,rmk
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,1,1+2,New Lebanon,31 August 1914,"1-234,474 265 Acad. 14-15","15,150",1 New Lebanon
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,2,8+10,Ghent,10 May 1915,"2-14,150 1K 14,905 8-167,876 1K 10-365 103 263",renumbered,3 Ghent
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,3,3+10,Ghent (formerly No.12),5 May 1915,"3-81,300 1K 10-see above",,3 Ghent
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,4,1+2,New Lebanon,29 July 1916,"1-See above 2-64,000 1K 15-16 4-51,221 1K 7-114,427 1K 8-162,788 1K",,1 New Lebanon
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,5,"4,7+8",Copake,25 April 1919,"6-33,800 Conf 13-69,680 1K 2-236,620 1K 5-146,699 1K 3-76,647 1K 4-84,315 1K 21-22",renum.,8 Copake
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,6,6+13,Chatham,7 May 1921,,,13 Chatham
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,7,2+5,Germantown,17 November 1921,265 (26+21),,2 Germantown
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,8,3+4,Germantown + Clermont,,,,4 Clermont
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,9,"C.R.S. 1,2,7+9",New Lebanon,,"Laid out 9 Jul. 1928 Meeting held 19 Jul. 1928 Design. dist. 25 Jul. 1928 1-see above 2-24,554 1K 7-108,070 1K 9-30,647 Conf. 6.30303-1K",,1 New Lebanon & Candan
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,10,1+6,New Lebanon,5 February 1929,,,1 New Lebanon
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,11,1+2,Hillsdale + Copake,,,,"1 Hillsdale, Copake"
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,12,8,Copake,,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,13,"3,7,8,9,10",Hillsdale + Claverack,,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,14,9,Hillsdale + Taghkanic,,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,15,4,Hillsdale + Austerlitz,,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,16,6+14,Averram + No. East,,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,17,2+4,Copake + Taghkanic,,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,18,1,Copake + Balaclava,,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,19,3,Copake + Taghkanic,,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,20,10,Copake + Taghkanic,,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,21,"1,2,3,5",Copake + Taghkanic,,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,22,6,Copake + Taghkanic,,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,23,9,Copake + Hillsdale,,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,24,10,Copake + Averram,,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,25,1+2,Taghkanic + Copake,,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,26,3+6,Taghkanic + Copake,,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,27,11,Claverack (2d Col.),,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,28,6,Stephentown (2d Rensselaer),,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,29,1,New Lebanon,29 May 1931 to take effect 1 Sept. 1930,C.R.S. Laid out 11 Jul. 1931. Meeting 2 Stephentown Held 2 Jul. 1931. Designation of dist. 17 Jul. 1931,,1 New Lebanon
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,30,2d,Germantown + Clermont,,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,31,1,Germantown,,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,32,3,Germantown,,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,33,1+5,New Lebanon,28 May 1937 to take effect 30 Aug. 1937,,,1 New Lebanon
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,34,3,New Lebanon,,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,35,1,New Lebanon,19 June 1942,17 Sept 1942,,1 New Lebanon
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,36,CRS,New Lebanon,,,,CRS
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,37,2,Claverack,,,,2 Claverack
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,38,"C.R.S. 2,5,7,8,9,10,12",Claverack,"Laid out June 4, 1946","Meeting June 26, 1946",,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,39,12,Champion,,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,40,"2,8",Ghent,,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,41,"4,12,13",Hillsdale,,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,42,2,Austerlitz,,,,
District-Consolidation-Data_100-116.pdf,36,Columbia,consolidated_districts,43,16,Schodack (Rensselaer Co.),Aug 23 1913 (per creed and 9 chetam),,,creed (in part) with #9 Chatham
