source_pdf,page_number,county,table_type,row_index,n,town,date_org,date_appr,n_new,rmk
District-Consolidation-Data_100-116.pdf,107,Oneida,union_free_schools,1,4,Paris,1 November 1870,,9,
District-Consolidation-Data_100-116.pdf,107,Oneida,union_free_schools,2,11,Sangerfield,12 February 1872,,9,
District-Consolidation-Data_100-116.pdf,107,Oneida,union_free_schools,3,1,Whitestown,12 October 1887,,9,
District-Consolidation-Data_100-116.pdf,107,Oneida,union_free_schools,4,3,Trenton,25 February 1910,,5,
District-Consolidation-Data_100-116.pdf,107,Oneida,union_free_schools,5,12,Vernon Whitestown,6 May 1913,25 June 1913,3,
District-Consolidation-Data_100-116.pdf,107,Oneida,union_free_schools,6,4,New Hartford,21 April 1913,5 May 1913,6,
District-Consolidation-Data_100-116.pdf,107,Oneida,union_free_schools,7,8,New Hartford,7 October 1913,22 October 1913,5,
District-Consolidation-Data_100-116.pdf,107,Oneida,union_free_schools,8,8,Vernon & Oneida,16 June 1916,,5,
District-Consolidation-Data_100-116.pdf,107,Oneida,union_free_schools,9,4,Marshall,1 November 1920,,3,
District-Consolidation-Data_100-116.pdf,107,Oneida,union_free_schools,10,12,Western,see papers in folder,,,
District-Consolidation-Data_100-116.pdf,107,Oneida,union_free_schools,11,1,Trenton,7 December 1911,,,
District-Consolidation-Data_100-116.pdf,107,Oneida,union_free_schools,12,1,Augusta,see papers in folder,,5,
District-Consolidation-Data_100-116.pdf,107,Oneida,union_free_schools,13,4,Augusta,""""" """" """"",,5,
District-Consolidation-Data_100-116.pdf,107,Oneida,union_free_schools,14,3,Lee,15 May 1871,,,
